ID,파일명,대주제,불공정 약관 원문,시정 요청 사유,근거 조항(약관법),수정 후 약관 조항
v-764,AI_Generated_Data,고객의 권익 보호,고객이 담보로 제공되지 않은 자신의 다른 재산을 처분할 경우 기한의 이익을 상실한다.,채무 변제와 직접 관련 없는 고객의 재산 처분 자유를 제한하고 상당한 이유 없이 기한의 이익을 박탈함.,약관법 제11조 제2호,고객의 재산 처분 행위가 담보 가치에 중대한 영향을 미치거나 채무 변제 능력에 본질적인 악화를 초래할 때만 기한의 이익을 상실할 수 있다.
v-765,AI_Generated_Data,고객의 권익 보호,"고객이 사망할 경우, 상속인의 승계 여부와 관계없이 대출 잔액 전부에 대한 기한의 이익을 즉시 상실한다.",상속에 따른 채무 승계 절차를 무시하고 즉시 기한의 이익을 박탈하여 상당한 이유 없이 상속인에게 불이익을 줌.,약관법 제11조 제2호,"고객 사망 시, 상속인 등 채무 승계인에게 통지하고 상속 여부 및 변제 능력에 따라 기한의 이익 상실을 결정해야 한다."
v-766,AI_Generated_Data,고객의 권익 보호,고객이 회사와 체결한 지급 보증 거래에서 사소한 문제가 발생할 경우에도 본 대출의 기한의 이익을 상실한다.,본 계약의 채무 이행과 직접 관련 없는 부수적 거래의 문제를 이유로 상당한 이유 없이 기한의 이익을 박탈함.,약관법 제11조 제2호,지급 보증 거래의 문제가 본 계약의 이행에 중대한 영향을 미칠 때에만 기한의 이익 상실 사유가 된다.
v-767,AI_Generated_Data,고객의 권익 보호,"고객이 회사와 연계된 특정 부가 서비스 이용을 중단할 경우, 본 계약의 기한의 이익을 상실한다.",부가 서비스 이용을 강제하는 수단으로 상당한 이유 없이 기한의 이익 박탈이라는 중대한 불이익을 부과함.,약관법 제11조 제2호,부가 서비스 이용 중단은 기한의 이익 상실 사유가 될 수 없다.
v-768,AI_Generated_Data,고객의 권익 보호,회사가 고객에게 재판 외에서 채무 이행을 독촉하는 행위를 한 때 기한의 이익을 상실한다.,재판 외 독촉이라는 임의의 행위를 이유로 상당한 이유 없이 기한의 이익을 박탈함.,약관법 제11조 제2호,기한의 이익 상실은 법률이 정하는 객관적 사유 또는 약관에서 정한 중대하고 명백한 사유에 한한다.
v-769,AI_Generated_Data,고객의 권익 보호,"고객이 약정된 변제 금액에서 1,000원 미만의 극히 일부 금액을 미달하여 납입할 경우 기한의 이익을 상실한다.",변제 금액의 극히 일부 미달이라는 사소한 실수를 이유로 상당한 이유 없이 기한의 이익을 박탈함.,약관법 제11조 제2호,고객의 변제 금액 미달이 채무 불이행으로 판단되기 위해서는 해당 금액이 채무 이행에 중대한 영향을 미칠 정도여야 한다.
,,,,,,
v-770,AI_Generated_Data,고객의 권익 보호,고객은 본 계약 기간 동안 회사와 경쟁 관계에 있는 다른 사업자의 유사 서비스를 이용하거나 계약을 체결할 수 없다.,"고객의 거래 자유를 침해하고, 상당한 이유 없이 경쟁사의 서비스 이용 계약을 부당하게 제한함.",약관법 제11조 제3호,"고객은 자유롭게 다른 사업자와 계약을 체결할 수 있으며, 회사는 고객의 거래 자유를 부당하게 제한할 수 없다."
v-771,AI_Generated_Data,고객의 권익 보호,"본 계약 체결 시 고객은 최소 5년간 회사와의 거래를 전속으로 해야 하며, 다른 사업자와의 거래는 불가능하다.",장기간의 전속 거래를 상당한 이유 없이 강제하여 고객의 계약 체결 자유를 부당하게 제한함.,약관법 제11조 제3호,고객은 회사와 경쟁하는 다른 사업자와도 자유롭게 거래할 수 있다.
v-772,AI_Generated_Data,고객의 권익 보호,고객은 회사로부터 받은 대출금을 대출 목적 외의 용도로 제3자에게 대여하거나 지급할 수 없다.,"고객의 사적인 재산 처분 자유를 침해하며, 상당한 이유 없이 고객의 제3자와의 계약 체결을 제한함.",약관법 제11조 제3호,"대출 목적 달성 후의 자금 사용은 고객의 자유이며, 회사는 고객의 재산 처분 자유를 제한할 수 없다."
v-773,AI_Generated_Data,고객의 권익 보호,고객이 회사와 연관된 특정 부가 서비스를 이용하려면 반드시 회사의 사전 서면 동의를 받는다.,고객의 다른 계약 체결에 대한 상당한 이유 없는 사전 동의를 강제하여 계약 체결을 부당하게 제한함.,약관법 제11조 제3호,고객은 회사와 연관된 서비스라도 자신의 판단에 따라 자유롭게 계약을 체결할 수 있다.
v-774,AI_Generated_Data,고객의 권익 보호,"고객이 회사 상품을 재판매할 경우, 회사가 지정하는 판매 채널 또는 제3자에게만 판매할 수 있다.",고객의 재산 처분 자유 및 제3자와의 계약 체결 상대방을 상당한 이유 없이 제한함.,약관법 제11조 제3호,"고객은 약관에서 명시적으로 금지한 경우를 제외하고, 자신의 재산을 자유롭게 제3자에게 판매할 수 있다."
v-775,AI_Generated_Data,고객의 권익 보호,고객은 본 계약 관련 자료를 제3자에게 공개하는 계약을 체결할 수 없다.,고객의 정보 공개 및 공유에 대한 계약 자유를 상당한 이유 없이 제한함.,약관법 제11조 제3호,고객은 회사의 영업 비밀을 침해하지 않는 범위 내에서 자신의 자료를 제3자와 공유하거나 관련 계약을 체결할 수 있다.
v-776,AI_Generated_Data,고객의 권익 보호,고객은 대여 물품에 대해 회사가 지정한 보험사 외의 다른 제3자와 보험 계약을 체결할 수 없다.,고객의 보험 계약 체결 상대방을 상당한 이유 없이 제한함.,약관법 제11조 제3호,고객은 대여 물품에 대한 보험 계약을 자유롭게 선택하여 체결할 수 있다.
v-777,AI_Generated_Data,고객의 권익 보호,고객은 본 계약 해지 후 3년간 회사와 경쟁 관계에 있는 사업체에 취업하거나 계약을 체결할 수 없다.,계약 해지 후에도 고객의 직업 선택의 자유 및 계약 체결을 부당하게 장기간 제한함.,약관법 제11조 제3호,고객은 계약 해지 후에도 자신의 직업 선택 및 계약 체결을 자유롭게 할 수 있다.
v-778,AI_Generated_Data,고객의 권익 보호,"고객은 서비스 이행과 관련된 용역(예: 운송, 설치)을 회사 외의 제3자에게 맡길 수 없다.",고객이 필요한 용역 서비스를 상당한 이유 없이 회사에게만 강제하도록 하여 제3자와의 계약을 제한함.,약관법 제11조 제3호,고객은 회사와의 계약 이행에 중대한 영향을 미치지 않는 범위 내에서 필요한 용역을 제3자에게 맡길 수 있다.
v-779,AI_Generated_Data,고객의 권익 보호,고객은 회사와 연관된 분야에서 회사의 사전 동의 없이 제3자와 합작 사업을 추진할 수 없다.,고객의 사업상 계약 체결 자유를 상당한 이유 없이 제한함.,약관법 제11조 제3호,고객은 회사의 영업 비밀을 침해하지 않는 범위 내에서 제3자와 합작 사업을 자유롭게 추진할 수 있다.
v-780,AI_Generated_Data,고객의 권익 보호,고객은 본 계약에 필요한 자금 조달을 위해 회사 외의 금융기관과 대출 계약을 체결할 수 없다.,고객의 자금 조달 자유 및 금융 계약 체결 상대방을 상당한 이유 없이 제한함.,약관법 제11조 제3호,고객은 회사와의 계약과 관계없이 필요한 자금을 자유롭게 조달할 수 있다.
v-781,AI_Generated_Data,고객의 권익 보호,고객은 법정 대리인 또는 임의 대리인을 통해 회사와의 거래에 필요한 제3자와의 계약을 체결할 수 없다.,고객의 대리인 선임 및 대리인과의 계약 체결 자유를 상당한 이유 없이 제한함.,약관법 제11조 제3호,고객은 법률이 허용하는 범위 내에서 대리인을 통해 거래에 필요한 계약을 체결할 수 있다.
v-782,AI_Generated_Data,고객의 권익 보호,고객이 서비스 이용 중 생성한 자신의 데이터를 제3자에게 제공하는 계약을 체결할 수 없다.,고객의 데이터 소유권 및 제3자와의 계약 자유를 상당한 이유 없이 제한함.,약관법 제11조 제3호,"고객은 자신의 데이터 소유권을 가지며, 회사의 영업 비밀을 침해하지 않는 범위 내에서 제3자와 데이터 제공 계약을 체결할 수 있다."
v-783,AI_Generated_Data,고객의 권익 보호,고객은 회사와 인접한 상권 내에서 회사와 유사한 업종의 제3자와 임대차 계약을 체결할 수 없다.,고객의 사업 활동 및 임대차 계약 상대방을 상당한 이유 없이 제한함.,약관법 제11조 제3호,회사는 고객의 자유로운 임대차 계약 체결을 부당하게 제한할 수 없다.
v-784,AI_Generated_Data,고객의 권익 보호,"고객이 회사의 계열사와 거래를 시작할 경우, 반드시 30일 전에 회사에 통보해야 한다.",고객의 다른 계약 체결에 대한 불필요한 통보 의무를 부과하여 계약 체결을 부당하게 제한함.,약관법 제11조 제3호,"고객은 회사의 계열사와도 자유롭게 거래할 수 있으며, 통보 의무는 발생하지 않는다."
v-785,AI_Generated_Data,고객의 권익 보호,고객은 본 상품 또는 서비스를 활용하여 제3자와 광고 또는 홍보 계약을 체결할 수 없다.,고객의 광고 계약 체결 자유를 상당한 이유 없이 제한함.,약관법 제11조 제3호,고객은 회사의 상표권을 침해하지 않는 범위 내에서 제3자와 광고 및 홍보 계약을 체결할 수 있다.
v-786,AI_Generated_Data,고객의 권익 보호,고객은 서비스 이용과 관련된 모든 부가 계약(예: 유지보수)을 회사가 사전에 지정한 제3자하고만 체결해야 한다.,고객의 계약 상대방 선택의 자유를 상당한 이유 없이 제한함.,약관법 제11조 제3호,고객은 회사가 지정하는 제3자 외에도 자신의 선택에 따라 유지보수 등 부가 계약을 체결할 수 있다.
v-787,AI_Generated_Data,고객의 권익 보호,고객은 회사의 동의 없이 제3자로부터 투자 유치를 받거나 관련 계약을 체결할 수 없다.,고객의 자유로운 경영 및 투자 계약 체결을 상당한 이유 없이 제한함.,약관법 제11조 제3호,고객은 회사의 영업 비밀을 침해하지 않는 범위 내에서 제3자로부터 자유롭게 투자를 유치할 수 있다.
v-788,AI_Generated_Data,고객의 권익 보호,고객은 회사와 유사한 신상품 개발을 위해 제3자와 공동 개발 계약을 체결할 수 없다.,고객의 기술 개발 및 사업상 계약 체결 자유를 상당한 이유 없이 제한함.,약관법 제11조 제3호,고객은 자신의 사업 활동을 위해 제3자와 신상품 공동 개발 계약을 자유롭게 체결할 수 있다.
v-789,AI_Generated_Data,고객의 권익 보호,본 계약 만료 후 1년 동안 고객은 회사와 경쟁 관계에 있는 특정 제3자와 거래할 수 없다.,계약 종료 후에도 고객의 거래 상대방 선택의 자유를 상당한 이유 없이 제한함.,약관법 제11조 제3호,고객은 계약 만료 후 회사와 경쟁 관계에 있는 사업자와도 자유롭게 거래할 수 있다.
,,,,,,
v-790,AI_Generated_Data,고객의 권익 보호,"회사는 경영상의 판단에 따라 고객의 신용 정보, 거래 내역 등 업무상 알게 된 비밀을 정당한 이유 없이 제3자에게 누설할 수 있다.",사업자가 업무상 알게 된 고객의 비밀을 정당한 이유 없이 누설하는 것을 허용하여 고객의 사생활의 비밀과 자유를 침해함.,약관법 제11조 제4호,회사는 법률에 따른 경우를 제외하고는 고객의 동의 없이 업무상 알게 된 비밀을 제3자에게 누설할 수 없다.
v-791,AI_Generated_Data,고객의 권익 보호,"고객이 서비스 가입 시, 회사는 고객의 민감 정보를 마케팅 및 광고 목적으로 정당한 이유 없이 제휴사에게 제공할 수 있다.",마케팅 목적이라는 이유로 정당한 이유 없이 고객의 비밀을 누설(제공)하는 것을 허용하여 고객에게 부당하게 불이익을 줌.,약관법 제11조 제4호,"회사는 고객의 민감 정보를 포함한 비밀을 마케팅 목적으로 활용하거나 제3자에게 제공할 경우, 고객의 명시적인 동의를 받는다."
v-792,AI_Generated_Data,고객의 권익 보호,"회사는 경영 효율을 높이기 위해 필요하다고 판단되는 경우, 고객의 동의 없이 거래 비밀을 외부에 공개할 수 있다.",사업자의 내부적 판단(경영 효율)을 이유로 정당한 이유 없이 고객의 비밀을 누설하는 것을 허용함.,약관법 제11조 제4호,회사는 고객의 비밀을 외부에 공개하려면 법률이 정한 요건을 충족하거나 고객의 서면 동의를 얻어야 한다.
v-793,AI_Generated_Data,고객의 권익 보호,고객의 동의 없이 회사의 모든 계열사는 고객의 모든 거래 내역과 개인 정보를 공유 및 활용할 수 있다.,정당한 이유 없이 사업자 계열사 간에도 고객의 비밀(정보)을 포괄적으로 누설(공유)하는 것을 허용함.,약관법 제11조 제4호,"회사는 계열사 간 고객 정보를 공유하려면 정보 공유의 목적, 범위 등을 명확히 고지하고 고객의 개별적인 동의를 얻어야 한다."
v-794,AI_Generated_Data,고객의 권익 보호,"회사는 고객의 신용 상태에 대해 관련 협회에 통보할 수 있으며, 고객은 이에 이의를 제기할 수 없다.",법률상의 의무가 없음에도 고객의 신용 정보라는 비밀을 정당한 이유 없이 누설하는 것을 허용함.,약관법 제11조 제4호,회사는 고객의 신용 상태에 관한 정보를 법률에 따른 경우나 고객의 동의가 있는 경우에 한하여 제공할 수 있다.
v-795,AI_Generated_Data,고객의 권익 보호,"회사는 고객의 모든 거래 비밀을 내부 감사 목적으로 활용할 수 있으며, 이는 비밀 누설에 해당하지 않는다.","내부 감사 목적이라 하더라도, 정당한 이유 없이 고객의 비밀을 업무 목적 외로 활용할 수 있도록 허용함.",약관법 제11조 제4호,"회사는 내부 감사 목적의 범위를 명확히 설정해야 하며, 고객의 비밀을 해당 목적 외로 활용할 수 없다."
v-796,AI_Generated_Data,고객의 권익 보호,서비스 제공을 위해 협력하는 제3자에게 회사는 고객의 모든 서비스 이용 정보를 임의로 제공할 수 있다.,정당한 이유 없이 업무 협력이라는 명목으로 고객의 비밀을 광범위하게 누설(제공)하는 것을 허용함.,약관법 제11조 제4호,"회사는 서비스 제공을 위해 필수적인 최소한의 정보만을 제3자에게 제공해야 하며, 그 외의 정보는 고객의 동의를 얻어야 한다."
v-797,AI_Generated_Data,고객의 권익 보호,"고객의 사망 시, 회사는 고객의 거래 비밀 및 계약 내용을 가족에게 일방적으로 공개할 수 있다.",법률에 따른 상속 절차를 무시하고 정당한 이유 없이 고객의 비밀을 누설하는 것을 허용함.,약관법 제11조 제4호,"고객의 사망 시 비밀 정보는 법률에 따른 정당한 상속인에게만 제공해야 하며, 제공 시에도 관련 법규를 준수해야 한다."
v-798,AI_Generated_Data,고객의 권익 보호,회사는 고객의 개인을 식별할 수 있는 정보를 포함하여 통계 자료 작성에 임의로 활용할 수 있다.,통계 자료 작성 시에도 고객의 개인 식별 정보를 포함하여 정당한 이유 없이 활용하는 것을 허용함.,약관법 제11조 제4호,회사는 통계 자료 작성 시 고객의 개인을 식별할 수 없는 형태로 정보를 가공하여 활용해야 한다.
v-799,AI_Generated_Data,고객의 권익 보호,"고객 정보가 익명으로 처리되었다고 판단되면, 회사는 정보 제공에 대한 비밀 누설 책임을 지지 않는다.","익명 처리 여부 판단의 기준이 모호하고, 고객의 비밀 정보에 대한 책임 자체를 부당하게 배제함.",약관법 제11조 제4호,회사는 익명 정보 제공 시에도 고객의 비밀 보호에 관한 주의 의무를 다해야 한다.
v-800,AI_Generated_Data,고객의 권익 보호,"고객과의 분쟁 발생 시, 회사는 분쟁 해결에 필요하다고 판단되는 모든 비밀 정보를 제3자에게 누설할 수 있다.",정당한 이유 없이 분쟁 해결이라는 명목으로 고객의 비밀을 광범위하게 누설하는 것을 허용함.,약관법 제11조 제4호,회사는 고객과의 분쟁 해결을 위해 필요한 최소한의 비밀 정보만을 법률 절차에 따라 제3자에게 제공해야 한다.
v-801,AI_Generated_Data,고객의 권익 보호,고객이 서비스 가입 시 동의한 정보 이용 범위를 회사는 임의로 확대하여 해당 정보를 활용할 수 있다.,고객의 동의 범위를 넘어 정당한 이유 없이 고객의 비밀 정보를 활용하는 것을 허용함.,약관법 제11조 제4호,회사는 고객의 명시적인 동의 없이 정보 이용 범위를 확대할 수 없다.
v-802,AI_Generated_Data,고객의 권익 보호,회사는 공공 이익 증진에 필요하다고 판단될 경우 고객의 특정 정보를 임의로 외부에 공개할 수 있다.,공공 이익'이라는 불명확하고 자의적인 사유를 들어 정당한 이유 없이 고객의 비밀을 누설하는 것을 허용함.,약관법 제11조 제4호,회사는 공공의 안전 등 법률이 명시적으로 요구하는 경우에 한하여 고객의 비밀을 공개할 수 있다.
v-803,AI_Generated_Data,고객의 권익 보호,회사가 정보를 제공한 제휴사의 부주의로 고객의 비밀이 누설되더라도 회사는 책임지지 않는다.,사업자의 관리 책임(제3자 관리)을 상당한 이유 없이 배제하여 고객의 비밀 누설을 사실상 허용함.,약관법 제11조 제4호,"회사는 제3자에게 정보를 제공하더라도, 해당 제3자의 부주의로 인한 고객 비밀 누설에 대해 연대 책임을 진다."
v-804,AI_Generated_Data,고객의 권익 보호,"법률 해석에 차이가 있어 회사가 고객 정보를 제공한 경우, 고객은 이에 대한 책임을 물을 수 없다.",법률 해석의 모호성을 이유로 정당한 이유 없이 고객의 비밀을 누설하는 것을 허용함.,약관법 제11조 제4호,"회사는 법률 해석에 주의 의무를 다해야 하며, 해석 차이로 고객에게 손해가 발생할 경우 책임을 진다."
v-805,AI_Generated_Data,고객의 권익 보호,회사는 보안 시스템 강화를 목적으로 고객의 민감한 거래 내용을 내부적으로 분석하여 활용할 수 있다.,정당한 이유 없이 보안 강화라는 명목으로 고객의 민감한 비밀을 업무 목적 외로 활용할 수 있도록 허용함.,약관법 제11조 제4호,회사는 보안 강화를 위해 필요한 경우에도 고객의 민감한 정보를 개인 식별이 불가능한 형태로 활용해야 한다.
v-806,AI_Generated_Data,고객의 권익 보호,"회사가 사업을 제3자에게 양도할 경우, 고객의 모든 비밀 정보를 개별 동의 없이 양수자에게 일괄 이전한다.",정당한 이유 없이 사업 양도를 이유로 고객의 비밀을 누설(이전)하는 것을 허용함.,약관법 제11조 제4호,사업 양도 시 고객의 비밀 정보 이전은 관련 법규에 따라 고객에게 통지하고 고객의 동의 철회권을 보장해야 한다.
v-807,AI_Generated_Data,고객의 권익 보호,회사는 고객의 동의 없이 익명 처리 후 고객의 성공 사례 및 거래 내용을 언론에 홍보 목적으로 공개할 수 있다.,익명 처리를 하더라도 정당한 이유 없이 고객의 거래 비밀을 언론에 누설하는 것을 허용함.,약관법 제11조 제4호,회사는 고객의 거래 내용을 외부에 공개하려면 익명 처리 여부와 관계없이 고객의 명시적인 동의를 얻어야 한다.
v-808,AI_Generated_Data,고객의 권익 보호,"회사가 고객의 정보를 해외 지사로 이전할 경우, 해당 국가의 법률을 이유로 고객의 개인 정보 보호 책임을 면한다.",해외 지사로의 정보 이전을 이유로 정당한 이유 없이 고객의 비밀 보호 책임을 배제함.,약관법 제11조 제4호,회사는 고객의 정보를 해외로 이전하더라도 국내 법률 및 약관에 따른 비밀 보호 책임을 진다.
v-809,AI_Generated_Data,고객의 권익 보호,"계약이 만료된 후에는 회사는 고객의 비밀 유지 의무를 지지 않으며, 고객 정보가 공개될 수 있다.",계약 종료 후에도 일정 기간 동안 정당한 이유 없이 고객의 비밀 유지 의무를 면제하여 고객에게 불이익을 줌.,약관법 제11조 제4호,회사는 계약 기간 만료 후에도 고객의 비밀 유지를 위해 합리적인 기간 동안 주의 의무를 다해야 한다.
,,,,,,
v-810,AI_Generated_Data,의사표시의 의제,"고객이 서비스 웹사이트에 접속하여 로그인을 할 경우, 회사의 변경된 약관에 자동으로 동의한 것으로 본다.",고객에게 명확하게 따로 고지하지 않은 상태에서 단순한 작위(로그인)를 중요한 의사표시(약관 동의)로 의제하여 부당함.,약관법 제12조 제1호,"고객에게 변경된 약관을 개별 통지하고, 고객이 동의 의사표시를 하지 않으면 약관 동의로 간주하지 않는다."
v-811,AI_Generated_Data,의사표시의 의제,"회사가 요금을 인상할 경우, 고객이 고지일로부터 7일 이내에 해지 의사를 밝히지 않으면 요금 인상에 이의가 없는 것으로 본다.","고객에게 주어진 기간(7일)이 상당한 기간에 미치지 못하고, 명확하게 따로 고지하지 않아 부당한 부작위 의제 조항임.",약관법 제12조 제1호,"회사는 요금 인상 사실을 고객에게 명확하게 따로 고지하고, 고객에게 해지 여부를 결정할 수 있는 30일 이상의 기간을 부여해야 한다."
v-812,AI_Generated_Data,의사표시의 의제,"고객이 이용료를 1회 연체할 경우, 고객이 계약을 해지하겠다는 의사표시를 한 것으로 간주하여 계약을 종료한다.",고객의 단순한 작위(연체)를 계약 해지 의사표시로 의제하여 고객에게 부당하게 불이익을 줌.,약관법 제12조 제1호,"고객의 이용료 연체가 있을 경우, 회사는 최고 절차를 거쳐 고객의 명시적인 의사를 확인해야 계약을 해지할 수 있다."
v-813,AI_Generated_Data,의사표시의 의제,"고객이 회사로부터 제공받은 사은품을 수령하면, 고객이 해당 계약에 최종적으로 동의한 것으로 본다.",고객의 단순한 작위(사은품 수령)를 중요한 의사표시(최종 동의)로 의제하여 고객의 청약 철회권을 제한함.,약관법 제12조 제1호,"사은품 수령은 최종 동의를 의미하지 않으며, 고객의 최종 동의는 별도의 명시적인 의사표시로 확인해야 한다."
v-814,AI_Generated_Data,의사표시의 의제,"회사가 보낸 문자 메시지를 고객의 휴대전화가 수신하면, 고객이 해당 통지 내용에 이의가 없는 것으로 본다.",단순한 부작위(이의 제기 없음)를 이의 없다는 의사표시로 의제하여 고객의 권리 행사를 제한함.,약관법 제12조 제1호,"회사는 통지 내용에 고객의 권리·의무에 중대한 영향을 미치는 사항이 포함될 경우, 고객의 명시적인 의사표시를 확인해야 한다."
v-815,AI_Generated_Data,의사표시의 의제,"계약 만료일 1개월 전까지 고객이 갱신 거절 의사를 통보하지 않으면, 계약은 묵시적으로 연장된 것으로 본다.",고객에게 명확하게 따로 고지하지 않은 상태에서 단순한 부작위(통보 없음)를 묵시적 연장 동의로 의제하여 부당함.,약관법 제12조 제1호,"회사는 고객에게 계약 갱신 거절 기간 및 통보 방법을 명확하게 따로 고지하고, 고객의 명시적인 갱신 의사를 확인해야 한다."
v-816,AI_Generated_Data,의사표시의 의제,"회사가 고객에 대한 채권을 제3자에게 양도할 경우, 고객이 2주 이내에 서면으로 이의를 제기하지 않으면 채권 양도에 동의한 것으로 본다.","고객에게 주어진 기간(2주)이 상당한 기간에 미치지 못하고, 단순 부작위를 동의 의사표시로 의제하여 부당함.",약관법 제12조 제1호,"회사는 채권 양도 시 고객에게 이의 제기 기간 및 방법을 명확하게 따로 고지하고, 고객에게 충분한 기간을 부여해야 한다."
v-817,AI_Generated_Data,의사표시의 의제,"고객이 서비스 이용 중 특정 자료를 열람하면, 해당 자료의 저작권 이용 허락에 동의한 것으로 본다.",고객의 단순한 작위(열람)를 중대한 법적 의미(저작권 허락)를 가진 의사표시로 의제하여 부당함.,약관법 제12조 제1호,"저작권 이용 허락은 고객의 명시적인 동의를 받아야 하며, 단순한 자료 열람을 동의로 간주할 수 없다."
v-818,AI_Generated_Data,의사표시의 의제,"고객이 회사로부터 제공받은 증명서를 수령하면, 증명서 내용에 하자가 없는 것으로 간주하며, 이후 이의를 제기할 수 없다.",고객의 단순 작위(수령)를 하자 없음이라는 부작위 의사표시로 의제하여 고객의 정당한 권리 행사를 제한함.,약관법 제12조 제1호,증명서 수령 후에도 고객은 합리적인 기간 내에 내용상의 하자에 대해 이의를 제기할 수 있다.
v-819,AI_Generated_Data,의사표시의 의제,"회사가 고객의 대리인에게 통지할 경우, 해당 통지 내용을 고객이 이미 인지한 것으로 본다.",통지 대상자인 고객의 작위(인지)를 대리인 통보만으로 의제하여 고객에게 부당하게 불이익을 줌.,약관법 제12조 제1호,"고객에게 통지해야 할 중요 사항은 고객 본인에게 직접 통지해야 하며, 대리인 통지는 고객의 인지로 간주될 수 없다."
v-820,AI_Generated_Data,의사표시의 의제,"고객이 30일 이상 서비스 이용 기록이 없을 경우, 고객이 계약 해지를 원한 것으로 간주하여 계약을 종료한다.",고객의 단순한 부작위(미이용)를 계약 해지 의사표시로 의제하여 고객에게 부당하게 불이익을 줌.,약관법 제12조 제1호,회사는 고객의 미이용을 이유로 계약을 해지하기 전에 고객에게 해지 여부를 묻는 명확한 통지를 해야 한다.
v-821,AI_Generated_Data,의사표시의 의제,"회사가 고객에게 추가 비용 청구서를 발송하면, 고객이 해당 비용 청구에 동의한 것으로 간주한다.",고객의 단순 작위(수령)를 추가 비용 지불 동의라는 의사표시로 의제하여 부당함.,약관법 제12조 제1호,추가 비용 청구는 고객의 명시적인 동의 또는 사전에 합의된 바에 따라 이루어져야 한다.
v-822,AI_Generated_Data,의사표시의 의제,"회사가 새로운 상품을 추천하는 메시지를 발송했을 때, 고객이 2일 이내에 거절하지 않으면 해당 상품 구매에 동의한 것으로 본다.","고객에게 주어진 기간(2일)이 상당한 기간에 미치지 못하고, 단순 부작위를 구매 동의 의사표시로 의제하여 부당함.",약관법 제12조 제1호,상품 구매 계약은 고객의 명시적인 청약 및 승낙으로 이루어져야 한다.
v-823,AI_Generated_Data,의사표시의 의제,"고객이 손해 발생 사실을 48시간 이내에 통보하지 않으면, 해당 손해에 대한 청구권을 포기한 것으로 본다.","고객에게 주어진 기간이 상당한 기간에 미치지 못하고, 단순 부작위를 청구권 포기 의사표시로 의제하여 부당함.",약관법 제12조 제1호,"고객의 권리 포기는 명시적인 의사표시로만 이루어져야 하며, 단순한 통보 지연을 포기로 간주할 수 없다."
v-824,AI_Generated_Data,의사표시의 의제,"고객이 회사 웹사이트를 열람하면, 공지사항에 게시된 모든 변경 사항을 인지하고 동의한 것으로 간주한다.",고객의 단순 작위(열람)를 모든 중요 변경 사항의 인지 및 동의 의사표시로 의제하여 부당함.,약관법 제12조 제1호,"고객에게 불이익이 되는 변경 사항은 개별 통지해야 하며, 웹사이트 열람을 포괄적인 인지 및 동의로 간주할 수 없다."
v-825,AI_Generated_Data,의사표시의 의제,"고객이 서비스 가입 시 체크 박스에 표시하지 않더라도, 계약 체결에 따라 환불 불가 조항에 동의한 것으로 본다.",고객의 부작위(체크 없음)를 중요한 권리 포기(환불 불가 동의) 의사표시로 의제하여 부당함.,약관법 제12조 제1호,환불 불가 등 중요한 권리 포기 사항은 고객의 명시적인 동의를 받는다.
v-826,AI_Generated_Data,의사표시의 의제,"고객이 대여 물품의 수리를 요청하면, 수리 비용이 발생할 경우 고객의 비용 부담에 동의한 것으로 본다.",고객의 단순 작위(수리 요청)를 비용 부담 동의 의사표시로 의제하여 부당함.,약관법 제12조 제1호,수리 비용 발생 시 회사는 고객에게 사전에 통지하고 비용 부담에 대한 동의를 받는다.
v-827,AI_Generated_Data,의사표시의 의제,"고객이 계약서에 서명할 경우, 고객의 모든 법정 권리를 포괄적으로 포기하고 계약 내용에 무조건 동의한 것으로 본다.",고객의 단순 작위(서명)를 모든 권리 포기 의사표시로 의제하여 부당함.,약관법 제12조 제1호,"계약서 서명은 계약 내용에 대한 동의를 의미하지만, 법정 권리 포기는 명시적인 의사표시가 필요하다."
v-828,AI_Generated_Data,의사표시의 의제,"회사가 개인 정보를 제3자에게 제공할 경우, 고객이 10일 이내에 거부 의사를 밝히지 않으면 정보 제공에 이의가 없는 것으로 본다.","고객에게 주어진 기간(10일)이 상당한 기간에 미치지 못하고, 단순 부작위를 정보 제공 동의 의사표시로 의제하여 부당함.",약관법 제12조 제1호,회사는 개인 정보 제3자 제공 시 고객의 명시적인 동의를 받는다.
v-829,AI_Generated_Data,의사표시의 의제,"회사가 새로운 서비스를 개시하면, 기존 고객은 자동으로 해당 서비스에 가입하고 이용료 납부에 동의한 것으로 본다.",고객의 부작위를 새로운 계약에 대한 의사표시(가입 및 납부 동의)로 의제하여 부당함.,약관법 제12조 제1호,새로운 서비스 가입은 고객의 명시적인 신청 및 동의로만 이루어져야 한다.
,,,,,,
v-830,AI_Generated_Data,의사표시의 의제,"고객은 계약 해지를 원하는 경우, 내용증명 우편으로만 의사 표시를 해야 하며, 전화나 전자우편은 무효이다.",고객의 의사표시 방식(해지 통보)을 상당한 이유 없이 특정 서면 방식으로만 제한하여 권리 행사를 어렵게 함.,약관법 제12조 제2호,"고객은 전화, 전자우편, 서면 등 회사가 인정하는 합리적인 방법으로 계약 해지 의사를 통보할 수 있다."
