ID,파일명,대주제,소주제,불공정 약관 원문,시정 요청 사유,근거 조항,수정 후 약관 조항
10122,금융투자분야 소비자권익 침해 약관조항 시정요청,기타 불공정 조항,약관상 중요내용에 대한 개별 통지수단이 부적절한 조항,"【○○○ 서비스 이용약관】
  제9조 (이용자에 대한 통지)
  회사가 회원에게 통지할 때 회사는 해당 내용을 홈페이지 공지사항, 서비스 MTS 화면에 게재하거나 SMS, PUSH 등으로 이용자에게 전달할 수 있다.","고객의 권리 또는 의무에 중대한 영향을 미치는 사안에 대해서는 고객에게 개별적으로 통지하여 고객이 해당 내용을 제때 인지할 수 있도록 해야 할 것이며, 그 대상이 불특정 다수라고 하더라도 개별 통지하여 정보제공을 정확히 해야 한다.그러나, 앱 푸쉬의 경우 광고성메세지 차단을 위해 수신거부로 설정하는 경우가 많으므로, 사전에 통지수단으로 약정한 경우 등 특별한 경우를 제외하고는 일반적인 개별 통지 수단으로 적합하다고 할 수 없다.
  위 약관조항은 그 내용의 경중에 상관없이 불특정 다수에게 통지하는 경우에도 앱 푸쉬나 앱 알림 또는 홈페이지 공지사항에 게재하는 등 개별통지 방법으로 적절하지 않은 방법만을 사용해 통지 수단으로 활용할 우려가 있어 ‘고객에게 부당하게 불리한 조항’으로 무효이다",약관법 제6조 제2항 제1호,
10123,금융투자분야 소비자권익 침해 약관조항 시정요청,기타 불공정 조항,약관상 중요내용에 대한 개별 통지수단이 부적절한 조항,"【○○○ 서비스 약관】
  제6조 (서비스의 변경 또는 중단)
  ② 제1항에 따라 서비스를 중단 또는 변경하게 되는 경우 관련 사유, 내용 등을 앱 알림, SMS, 이메일, 전화, 우편 등의 방법으로 사전에 이용자에게 통지합니다. 다만, 부득이한 사정이 있는 경우에는 지체 없이 사후 통지 할 수 있습니다.","고객의 권리 또는 의무에 중대한 영향을 미치는 사안에 대해서는 고객에게 개별적으로 통지하여 고객이 해당 내용을 제때 인지할 수 있도록 해야 할 것이며, 그 대상이 불특정 다수라고 하더라도 개별 통지하여 정보제공을 정확히 해야 한다.그러나, 앱 푸쉬의 경우 광고성메세지 차단을 위해 수신거부로 설정하는 경우가 많으므로, 사전에 통지수단으로 약정한 경우 등 특별한 경우를 제외하고는 일반적인 개별 통지 수단으로 적합하다고 할 수 없다.
  위 약관조항은 그 내용의 경중에 상관없이 불특정 다수에게 통지하는 경우에도 앱 푸쉬나 앱 알림 또는 홈페이지 공지사항에 게재하는 등 개별통지 방법으로 적절하지 않은 방법만을 사용해 통지 수단으로 활용할 우려가 있어 ‘고객에게 부당하게 불리한 조항’으로 무효이다",약관법 제6조 제2항 제1호,
10124,금융투자분야 소비자권익 침해 약관조항 시정요청,계약조건의 일방적 변경 조항,자의적으로 서비스를 제한·중단할 수 있도록 한 조항,"【○○○ 서비스 이용약관】
  제4조 (이용계약의 성립 및 제한)
  ② 회사의 승낙 후 다음 각 호 어느 하나에 해당하는 것이 확인될 경우 이용자에게 14일의 기간을 부여하여 해당 행위의 중지 또는 시정을 요청하고, 그 기간 동안 적절한 조치를 취하지 아니한 경우에는 이용에 제한을 받을 수 있다.
  5. 관계법령, 감독규정, 감독기관의 지침, 회사의 약관 등에 의해 서비스 신청을 승낙하는 것이 곤란한 경우
  6. 위법 또는 부당한 서비스 신청임이 확인된 경우","서비스의 이용을 중단, 제한 및 변경하기 위해서는 ‘상당한 이유’가 있어야 하며, 그 사유가 추상적·포괄적이어서 고객이 예측하기 어렵거나 사업자가 자의적으로 판단하는 경우가 있어서는 안 될 것이다.
  또한, 서비스 이용 제한은 고객의 계약상 권리·의무에 중대한 영향을 미치는 사항이므로 채무이행이나 시정이 불가능하게 된 때 또는 관련 법령에서 금지하고 있는 경우 등 특별한 사정이 없는 한시정기회나 이의제기 기회를 부여함이 타당하다.
  해당 약관조항들은 서비스 중단, 변경 등의 사유가 지나치게 포괄적이거나, 사전통지 절차 또는 최고를 통한 고객의 이의제기나 시정 기회를 부여하지 않고 있는바, ‘상당한 이유 없이 급부의 내용을 사업자가 일방적으로 변경하거나 사업자가 이행하여야 할 급부를 일방적으로 중지할 수 있게 하는 조항’ 및 ‘고객에게 부당하게 불리한 조항’으로 무효이다","약관법 제10조 제1호
 약관법 제10조 제1호 제2호
 약관법 제6조 제2항 제1호",
10125,금융투자분야 소비자권익 침해 약관조항 시정요청,계약조건의 일방적 변경 조항,자의적으로 서비스를 제한·중단할 수 있도록 한 조항,"【투자정보서비스 이용약관】
  제6조(서비스 이용제한)
  ① 회사는 다음 각 호의 경우에 이용고객의 본 서비스 이용을 제한할 수 있습니다.
  5. 이용고객이 본 약관을 위반하거나 투자정보에 대한 지적재산권을 침해한 경우","서비스의 이용을 중단, 제한 및 변경하기 위해서는 ‘상당한 이유’가 있어야 하며, 그 사유가 추상적·포괄적이어서 고객이 예측하기 어렵거나 사업자가 자의적으로 판단하는 경우가 있어서는 안 될 것이다.
  또한, 서비스 이용 제한은 고객의 계약상 권리·의무에 중대한 영향을 미치는 사항이므로 채무이행이나 시정이 불가능하게 된 때 또는 관련 법령에서 금지하고 있는 경우 등 특별한 사정이 없는 한시정기회나 이의제기 기회를 부여함이 타당하다.
  해당 약관조항들은 서비스 중단, 변경 등의 사유가 지나치게 포괄적이거나, 사전통지 절차 또는 최고를 통한 고객의 이의제기나 시정 기회를 부여하지 않고 있는바, ‘상당한 이유 없이 급부의 내용을 사업자가 일방적으로 변경하거나 사업자가 이행하여야 할 급부를 일방적으로 중지할 수 있게 하는 조항’ 및 ‘고객에게 부당하게 불리한 조항’으로 무효이다","약관법 제10조 제1호
 약관법 제10조 제1호 제2호
 약관법 제6조 제2항 제1호",
10126,금융투자분야 소비자권익 침해 약관조항 시정요청,계약해지·갱신 관련 조항,신탁해지시 이해관계인 전원의 동의를 요하는 조항,"【부동산담보신탁 계약서】
  제24조(신탁해지 및 책임부담)
  ① 위탁자는 수탁자, 수익자 등 이해관계인 전원의 동의가 있는 경우를 제외하고는 수탁자의 책임 있는 사유 없이 신탁계약을 해지할 수 없다.","「신탁법」 제99조제1항에서는 위탁자와 수익자는 합의하여 언제든지 신탁을 종료할 수 있도록 하고 있고, 같은 조 제3항에서는 위탁자 등이 정당한 이유 없이 수탁자에게 불리한 시기에 신탁을 종료한 경우에는 수탁자에게 발생한 손해를 배상하도록 규정하고 있다.
  위 약관조항들은 수탁자의 귀책사유가 없다면 “이해관계인 전원”의 동의가 있어야 신탁계약을 해지할 수 있는 것으로 규정하고 있는데, 구체적 사안에 따라서는 계약당사자 간의 협의를 통해 신탁의 해지가 필요한 경우가 있을 수 있음에도 신탁 해지를 위해 동의를 받아야 하는 ‘이해관계인 전원’의 범위가 불분명하다.
  해당 약관조항들은 이처럼 신탁법에 비해 위탁자에 의한 신탁해지를 제한하고 있는바,‘법률에 따른 고객의 해제권 또는 해지권을 배제하거나 그 행사를 제한하는 조항’으로 무효이다",약관법 제9조 제1호,
10127,은행 및 상호저축은행 분야 불공정 약관 시정,계약조건의 일방적 변경 조항,자의적으로 서비스를 중단·제한할 우려가 있는 조항,"【오픈뱅킹서비스 이용약관(은행)】
  제12조 (서비스의 중단)
  ① ...(전략)...다음 각 호의 어느 하나의 경우에는 “서비스”의 전부 또는 일부가 제한될 수 있다.
  2. 서비스 운영상의 필요","고객의 서비스 이용을 중단, 제한·변경하기 위해서는 ‘상당한 이유’가 있어야 하며, 그 사유가 추상적·포괄적이어서 고객이 예측하기 어렵거나 사업자가 자의적으로 판단하는 경우가 있어서는 안될 것이다.
  위 약관조항들은 “서비스 운영상의 필요”, “기타 은행에서 정한 사유” 등 서비스의 중단·제한 사유를 추상적·포괄적으로 정하여 은행이 자의적으로 판단할 우려가 있는 바, ‘상당한 이유 없이 급부의 내용을 사업자가 일방적으로 변경하거나 사업자가 이행하여야 할 급부를 일방적으로 중지할 수 있게 하는 조항’ 및 ‘고객에게 부당하게 불리한 조항’으로 무효이다","약관법 제10조 제1호
 약관법 제10조 제2호
 약관법 제6조 제2항 제1호",
10128,은행 및 상호저축은행 분야 불공정 약관 시정,계약조건의 일방적 변경 조항,자의적으로 서비스를 중단·제한할 우려가 있는 조항,"【전자금융서비스 특약(은행)】
  제15조 (서비스 이용제한 및 유의사항)
  ① 다음 각 호의 1에 해당하는 경우에는 서비스를 제한합니다.
  5. 기타 은행에서 정한 사유로 입출금이 제한되는 경우","고객의 서비스 이용을 중단, 제한·변경하기 위해서는 ‘상당한 이유’가 있어야 하며, 그 사유가 추상적·포괄적이어서 고객이 예측하기 어렵거나 사업자가 자의적으로 판단하는 경우가 있어서는 안될 것이다.
  위 약관조항들은 “서비스 운영상의 필요”, “기타 은행에서 정한 사유” 등 서비스의 중단·제한 사유를 추상적·포괄적으로 정하여 은행이 자의적으로 판단할 우려가 있는 바, ‘상당한 이유 없이 급부의 내용을 사업자가 일방적으로 변경하거나 사업자가 이행하여야 할 급부를 일방적으로 중지할 수 있게 하는 조항’ 및 ‘고객에게 부당하게 불리한 조항’으로 무효이다","약관법 제10조 제1호
 약관법 제10조 제2호
 약관법 제6조 제2항 제1호",
10129,은행 및 상호저축은행 분야 불공정 약관 시정,고객 선택권 제한 조항,고객의 부작위에 대하여 의사표시를 의제하는 조항,"【○○○○페이서비스 약관(은행】
  제4조 (약관의 변경)
  ① 이 약관을 변경할 경우 은행은 그 내용을 우편, 전화, 전자우편(E-Mail), 단문메시지 서비스(SMS) 등을 통하여 적용 예정일로부터 최소 1개월 이전까지 통지하며, “가입고객”이 적용 예정일까지 이의를 제기하지 않았을 때에는 변경된 약관을승인한 것으로 간주됩니다.","고객의 작위나 부작위가 고객의 진정한 의사와는 관계없이 특정 의사표시로 의제되는 경우에는 자신도 알지 못하는 사이에 불리해지거나 원하지 않는 효과가 발생할 위험이 있다.
  따라서, 의사표시 의제조항은 ‘일정한 작위 또는 부작위가 있을 경우 고객의 의사표시가 표명된 것으로 본다’라는 뜻을 사전에 따로 개별 고지하도록 하는 경우에만 예외적으로 허용될 수 있다.
  위 약관조항은 ‘고객의 별도 의사표시가 없는 경우 약관 변경을 승인한 것으로 본다’라는 뜻을 따로 개별 고지하도록 하는 내용없이 의사표시가 의제되는 것으로 규정하고 있어 ‘일정한 부작위가 있을 경우 고객의 의사표시가 표명된 것으로 보는 조항’으로 무효이다",약관법 제12조 제1호,
10130,은행 및 상호저축은행 분야 불공정 약관 시정,계약해지·갱신 관련 조항,계약해지 사유를 추상적·포괄적으로 정한 조항,"【오픈뱅킹서비스 이용약관(은행)】
  제5조 (서비스 이용 신청 및 해지)
  ② 은행은 이용자에게 다음 각호의 사유가 발생하거나 확인되는 경우 서비스 이용신청을 거절하거나 이용계약을 해지할 수 있습니다.
  5. 약관을 위반하거나 위법 또는 부당한 행위를 시도하는 경우","계약의 해제·해지는 비록 의무위반이 있다고 하더라도 그것이 경미한 것이어서 계약의 존속에 영향을 줄 정도가 아니면 엄격히 제한되어야하고, 그 사유 또한 구체적으로 열거되어야 할 것이다.
  위 약관조항은 “약관을 위반”, “부당한 행위” 등 계약해지 사유를 추상적·포괄적으로 정하여 은행이 자의적으로 판단할 우려가 있는바, ‘사업자에게 법률에서 규정하고 있지 않은 해제권 또는 해지권을 부여하여 고객에게 부당하게 불이익을 줄 우려가 있는 조항’으로 무효이다",약관법 제9조 제2호,
10131,은행 및 상호저축은행 분야 불공정 약관 시정,면책·책임 제한 조항,은행에 대한 부당한 면책 조항,"【증권연계계좌서비스 약관(은행)】
  제15조 (면책)
  ③ 전산장애, 회선장애 등 부득이한 사유로 인한 위탁계좌의 거래와 관련된 업무처리의 지연, 처리불능 등으로 발생한 손해에 대하여 은행은 책임을 지지 아니합니다.","사업자의 고의 또는 과실로 인한 행위로 인해 고객에게 손해가 발생하였다면 사업자가 손해배상책임을 져야 하는 것이 민법상 기본원칙이다
  전산시스템은 사업자가 계약상 서비스를 제공하기 위해 필요한 설비로서 관리책임이 있다고 할 것이므로, 전산 또는 회선 장애 등에 사업자에게 귀책사유가 있는 경우 그에 따른 책임을 지는 것이 타당하다.
  위 약관조항은 은행의 고의 또는 과실 여부를 불문하고 손해배상 책임을 배제하고 있어 ‘사업자의 고의 또는 중대한 과실로 인한 법률상의 책임을 배제하는 조항’ 및 ‘상당한 이유 없이 사업자의 손해배상범위를 제한하거나 사업자가 부담해야 할 위험을 고객에게 떠넘기는 조항’으로 무효이다","약관법 제7조 제1호
 약관법 제7조 제2호
 민법 제750조",
10132,은행 및 상호저축은행 분야 불공정 약관 시정,기타 불공정 조항,"개별통지를 생략하거나, 통지 수단 또는 통지의 효력발생시기가 부적절한 조항","【○○○회원 약관(은행)】
  제14조 (회원에 대한 통지)
  ② 은행은 불특정 다수 회원에 대한 통지의 경우 웹사이트 등에 게시함으로써 개별 통지에 갈음할 수 있습니다.","고객의 권리 또는 의무에 중대한 영향을 미치는 사안에 대해서는 고객에게 개별적으로 통지하여 고객이 해당 내용을 제 때 인지할 수 있도록 해야 할 것이며, 그 대상이 불특정 다수라고 하더라도 개별 통지하여 정보제공을 정확히 해야 한다.
  서비스를 중단하는 것 또한 고객의 이해에 중대한 영향을 미치므로 특별한 사정이 없는 한 사전 통지하여 고객이 필요한 대응을 할 수 있도록 절차상 권리를 보장하는 것이 타당하다.
  상대방 있는 의사표시는 그 통지가 상대방에게 도달한 때부터 효력이 생기는데(민법 제111조), 위 약관조항은 은행이 송부한 서면 통지가 “송부된 경우” 효력이 발생한다고 규정하여 도달 시가 아닌 발송시에 효력이 발생하는 것으로 해석될 우려가 있다.
  위 약관조항들은 통지 내용의 중요도에 대한 고려 없이 불특정 다수를 대상으로 한다는 이유만으로 개별통지를 웹사이트 게시로 갈음하거나, 사전통지 없이도 장기미사용으로 거래가 자동중단되게하고, 서면통지의 효력발생시기를 도달 시가 아닌 송부된 경우로 정하고 있어 ‘고객에게 부당하게 불리한 조항’으로 무효이다",약관법 제6조 제2항 제1호,
10133,은행 및 상호저축은행 분야 불공정 약관 시정,기타 불공정 조항,"개별통지를 생략하거나, 통지 수단 또는 통지의 효력발생시기가 부적절한 조항","【○○○○ 자동송금거래약관(은행)】
  제14조 거래의 중단
  ③ 최근 1년 동안 송금전용계좌를 통하여 자동송금 거래가 없는 경우 장기미사용으로 이 거래는 자동중단되며 재거래를 위해서는 영업점을 방문하여 거래중단 해제 신청을 하여야 합니다.","고객의 권리 또는 의무에 중대한 영향을 미치는 사안에 대해서는 고객에게 개별적으로 통지하여 고객이 해당 내용을 제 때 인지할 수 있도록 해야 할 것이며, 그 대상이 불특정 다수라고 하더라도 개별 통지하여 정보제공을 정확히 해야 한다.
  서비스를 중단하는 것 또한 고객의 이해에 중대한 영향을 미치므로 특별한 사정이 없는 한 사전 통지하여 고객이 필요한 대응을 할 수 있도록 절차상 권리를 보장하는 것이 타당하다.
  상대방 있는 의사표시는 그 통지가 상대방에게 도달한 때부터 효력이 생기는데(민법 제111조), 위 약관조항은 은행이 송부한 서면 통지가 “송부된 경우” 효력이 발생한다고 규정하여 도달 시가 아닌 발송시에 효력이 발생하는 것으로 해석될 우려가 있다.
  위 약관조항들은 통지 내용의 중요도에 대한 고려 없이 불특정 다수를 대상으로 한다는 이유만으로 개별통지를 웹사이트 게시로 갈음하거나, 사전통지 없이도 장기미사용으로 거래가 자동중단되게하고, 서면통지의 효력발생시기를 도달 시가 아닌 송부된 경우로 정하고 있어 ‘고객에게 부당하게 불리한 조항’으로 무효이다",약관법 제6조 제2항 제1호,
10134,은행 및 상호저축은행 분야 불공정 약관 시정,기타 불공정 조항,"개별통지를 생략하거나, 통지 수단 또는 통지의 효력발생시기가 부적절한 조항","【○○○ 기본 계약서(은행)】
  17. 통지
  (a) 은행이 송부한 서면 통지는 고객이 신청서 양식에 기재한 주소로 송부된 경우 효력을 발휘합니다.","고객의 권리 또는 의무에 중대한 영향을 미치는 사안에 대해서는 고객에게 개별적으로 통지하여 고객이 해당 내용을 제 때 인지할 수 있도록 해야 할 것이며, 그 대상이 불특정 다수라고 하더라도 개별 통지하여 정보제공을 정확히 해야 한다.
  서비스를 중단하는 것 또한 고객의 이해에 중대한 영향을 미치므로 특별한 사정이 없는 한 사전 통지하여 고객이 필요한 대응을 할 수 있도록 절차상 권리를 보장하는 것이 타당하다.
  상대방 있는 의사표시는 그 통지가 상대방에게 도달한 때부터 효력이 생기는데(민법 제111조), 위 약관조항은 은행이 송부한 서면 통지가 “송부된 경우” 효력이 발생한다고 규정하여 도달 시가 아닌 발송시에 효력이 발생하는 것으로 해석될 우려가 있다.
  위 약관조항들은 통지 내용의 중요도에 대한 고려 없이 불특정 다수를 대상으로 한다는 이유만으로 개별통지를 웹사이트 게시로 갈음하거나, 사전통지 없이도 장기미사용으로 거래가 자동중단되게하고, 서면통지의 효력발생시기를 도달 시가 아닌 송부된 경우로 정하고 있어 ‘고객에게 부당하게 불리한 조항’으로 무효이다",약관법 제6조 제2항 제1호,
10135,은행 및 상호저축은행 분야 불공정 약관 시정,계약조건의 일방적 변경 조항,급부의 내용을 일방적으로 정하거나 변경할 수 있게 한 조항,"【수입거래약정서(은행)】
  제8조 상환채무의 부담과 수입환어음 등의 결제
  3. 수입자가 결제자금을 원화로 납입하는 경우, 수입환어음의 결제시기는 수입자의 납입일자에 불구하고 은행의 외화사정 등에 의하여 결제통화를 매입할 수 있는 날로한다. 수입자는 이로 인하여 발생하는 (ⅰ)지연이자와 (ⅱ)납입시와 수입환어음에 의한 실제 외환 매입일간의 환율의 변동에 따른 환차를 전보하기 위하여 필요한 추가금액을 은행의 청구에 따라 곧 원화 또는 기타 통화로 은행에 지급한다. (이하 생략)","급부는 계약의 핵심적인 내용으로서 당사자 일방이 임의로 결정하거나 변경하여서는 안될 것이다.
  그러나, 위 약관조항들은 “은행의 외화사정 등” 포괄적 사유를 들어 은행이 수입환어음의 결제시기를 임의로 정할 수 있게 하고, 이로 인해 추가로 발생하는 금액을 고객이 부담하도록 하여 고객에게 예상치 못한 손해가 발생할 우려가 있으며, 사전구상금 할인을 “상호저축은행이 정한 방법에 따라” 하도록 정하여 저축은행이 할인금액을 일방적으로 결정할 우려가 있다.
  수수료 또한 급부에 해당하므로 고객이 예측할 수 있도록 구체적으로 약관에 제시할 필요가 있으며, 수수료 변경이 있는 경우에는 고객에게 그 내용을 사전에 알리고 고객의 서비스 탈퇴 기회 제공 등 절차상 권리를 보장할 필요가 있다.
  그러나, 위 약관조항은 기타 수수료를 저축은행이 정하여 홈페이지와 모바일앱에 게시하는 바에 따른다고만 규정하고 있어, 저축은행이 임의로 수수료를 결정 또는 변경하더라도 고객은 사전에 알기 어렵고 그대로 따를 수 밖에 없다.
  위 약관조항들은 ‘상당한 이유 없이 급부의 내용을 사업자가 일방적으로 결정하거나 변경할 수 있도록 권한을 부여하는 조항’ 및 ‘고객에게 부당하게 불리한 조항’으로 무효이다","약관법 제10조 제1호
 약관법 제6조 제2항 제1호",
10136,은행 및 상호저축은행 분야 불공정 약관 시정,계약조건의 일방적 변경 조항,급부의 내용을 일방적으로 정하거나 변경할 수 있게 한 조항,"【사채보증약정서(저축은행)】
  제14조 (사전구상)
  갑이 상호저축은행여신거래기본약관 제7조에 의한 사전구상권을 행사하는 경우 사전 구상금은 기일에 지급할 사채원리금을 사전구상일로부터 기일전일까지의 기간에 대하여 상사법정금리로 상호저축은행이 정한 방법에 따라 할인한 금액으로 합니다.","급부는 계약의 핵심적인 내용으로서 당사자 일방이 임의로 결정하거나 변경하여서는 안될 것이다.
  그러나, 위 약관조항들은 “은행의 외화사정 등” 포괄적 사유를 들어 은행이 수입환어음의 결제시기를 임의로 정할 수 있게 하고, 이로 인해 추가로 발생하는 금액을 고객이 부담하도록 하여 고객에게 예상치 못한 손해가 발생할 우려가 있으며, 사전구상금 할인을 “상호저축은행이 정한 방법에 따라” 하도록 정하여 저축은행이 할인금액을 일방적으로 결정할 우려가 있다.
  수수료 또한 급부에 해당하므로 고객이 예측할 수 있도록 구체적으로 약관에 제시할 필요가 있으며, 수수료 변경이 있는 경우에는 고객에게 그 내용을 사전에 알리고 고객의 서비스 탈퇴 기회 제공 등 절차상 권리를 보장할 필요가 있다.
  그러나, 위 약관조항은 기타 수수료를 저축은행이 정하여 홈페이지와 모바일앱에 게시하는 바에 따른다고만 규정하고 있어, 저축은행이 임의로 수수료를 결정 또는 변경하더라도 고객은 사전에 알기 어렵고 그대로 따를 수 밖에 없다.
  위 약관조항들은 ‘상당한 이유 없이 급부의 내용을 사업자가 일방적으로 결정하거나 변경할 수 있도록 권한을 부여하는 조항’ 및 ‘고객에게 부당하게 불리한 조항’으로 무효이다","약관법 제10조 제1호
 약관법 제6조 제2항 제1호",
10137,은행 및 상호저축은행 분야 불공정 약관 시정,계약조건의 일방적 변경 조항,급부의 내용을 일방적으로 정하거나 변경할 수 있게 한 조항,"【○○디지털뱅크 이용약관(저축은행)】
  제9조 (이용계좌 지정 및 이체한도, 수수료 등)
  ⑤ 기타 수수료는 회사가 정하여 회사의 홈페이지와 모바일앱에 게시하는 바에 따릅니다.","급부는 계약의 핵심적인 내용으로서 당사자 일방이 임의로 결정하거나 변경하여서는 안될 것이다.
  그러나, 위 약관조항들은 “은행의 외화사정 등” 포괄적 사유를 들어 은행이 수입환어음의 결제시기를 임의로 정할 수 있게 하고, 이로 인해 추가로 발생하는 금액을 고객이 부담하도록 하여 고객에게 예상치 못한 손해가 발생할 우려가 있으며, 사전구상금 할인을 “상호저축은행이 정한 방법에 따라” 하도록 정하여 저축은행이 할인금액을 일방적으로 결정할 우려가 있다.
  수수료 또한 급부에 해당하므로 고객이 예측할 수 있도록 구체적으로 약관에 제시할 필요가 있으며, 수수료 변경이 있는 경우에는 고객에게 그 내용을 사전에 알리고 고객의 서비스 탈퇴 기회 제공 등 절차상 권리를 보장할 필요가 있다.
  그러나, 위 약관조항은 기타 수수료를 저축은행이 정하여 홈페이지와 모바일앱에 게시하는 바에 따른다고만 규정하고 있어, 저축은행이 임의로 수수료를 결정 또는 변경하더라도 고객은 사전에 알기 어렵고 그대로 따를 수 밖에 없다.
  위 약관조항들은 ‘상당한 이유 없이 급부의 내용을 사업자가 일방적으로 결정하거나 변경할 수 있도록 권한을 부여하는 조항’ 및 ‘고객에게 부당하게 불리한 조항’으로 무효이다","약관법 제10조 제1호
 약관법 제6조 제2항 제1호",
10138,은행 및 상호저축은행 분야 불공정 약관 시정,담보물·근저당 관련 조항,가압류를 거래승인 취소 사유로 정한 조항,"【구매론 거래기업 약정서(판매기업용)(은행)】
  제5조 압류, 가압류 등의 사유발생시 처리
  본인은 은행이 거래승인한 매출채권이 제3채권자로부터 압류, 가압류 등이 발생한 경우 ...(중략)... 은행은 기거래승인을 취소할 수 있다. 단, 은행은 동 사유가 해소된 경우에는 이를 재개할 수 있다.","은행이 구매론 거래와 관련하여 자신이 승인한 거래를 취소하는 것은 구매론 거래를 이용하는 고객의 이해에 중대한 영향을 미치는 사항이다.
  따라서, 거래승인 취소는 고객의 채무불이행 또는 고객의 신용이나 담보가치에 본질적인 악화가 있는 등 고객에게 중대하고 명백한 귀책사유가 있는 경우로 한정하여야 할 것이다.
  가압류는 불확정채권에 기해서 채권자가 일방적으로 취하는 임시 보전절차로 쉽게 인용이 되므로 남용의 소지가 있고, 확정된 권리에 기한 압류와는 다르게 가압류가 있다는 사실만으로는 고객의 신용이나 담보가치의 본질적인 악화 등 중대하고 명백한 귀책사유가 있다고 보기는 어렵다.
  위 약관조항은 임시적 보전절차에 불과한 가압류를 거래승인 취소사유로 정하고 있어 ‘고객에게 부당하게 불리한 조항’으로 무효이다",약관법 제6조 제2항 제1호,
10139,여신전문금융 분야 불공정약관 시정요청,기타 불공정 조항,사업자가 자의적으로 서비스를 중단·제한·변경할 우려가 있는 조항,"【은행 카드 회원 약관】
  제5조(카드이용의 제한)
  ② 신용구매한도가 부여되지 않은 회원에 대하여 은행은 회원의 결제계좌의 상태가 다음 각 호의 1에 해당하는 경우 예금잔액에 상관없이 회원의 카드 이용을
  제한할 수 있습니다.
  5. 기타 은행이 정한 지급제한 사유가 발생된 계좌","서비스의 이용을 중단, 제한하기 위해서는‘상당한 이유’가 있어야 하며, 그 사유가 포괄적이어서 사업자의 자의적인 판단으로 고객의 서비스 이용을 중단하거나 제한하여서는 안 될 것이다.
  또한, 신용카드 등의 이용 시 제공되는 부가서비스는 3년 이상 제공된 후 그 부가서비스로 인해 해당 금융상품의 수익성이 현저히 낮아진 경우 예외적으로 변경될 수 있으므로, 위 요건보다 완화된 ‘부가서비스 1년 이상 제공 시’ 부가서비스를 변경할 수 있도록 하는 것은 적절하지 않다.
  참고로 『금융소비자보호법 시행령』에 따르면 연계·제휴서비스 등이 3년 이상 제공된 후 연계·제휴서비스 등으로 인해 해당 금융상품의 수익성이 현저히 낮아진 경우에 예외적으로 부가서비스를 변경할 수 있다고 규정하고있다.
  해당 약관 조항들은 서비스 중단 및 제한 사유를 포괄적으로 정하고 있거나 부가서비스 변경 요건을 관련 법령의 취지에 반하여 정하고 있어 고객이 예측하기 어려운 손해를 입을 우려가 있다.
  따라서 상당한 이유 없이 급부의 내용을 사업자가 일방적으로 변경·중지할 수 있게 하는 조항 및 고객에게 부당하게 불리한 조항으로 무효이다","약관법 제10조 제1호
 약관법 제6조 제2항 제1호
 금융소비자보호법 시행령",
10140,여신전문금융 분야 불공정약관 시정요청,계약조건의 일방적 변경 조항,사업자가 자의적으로 서비스를 중단·제한·변경할 우려가 있는 조항,"【카드 상품설명서】
  유의사항
  ·명시된 서비스는 제휴사 및 카드 사정에 따라 변경 및 중단 가능","서비스의 이용을 중단, 제한하기 위해서는‘상당한 이유’가 있어야 하며, 그 사유가 포괄적이어서 사업자의 자의적인 판단으로 고객의 서비스 이용을 중단하거나 제한하여서는 안 될 것이다.
  또한, 신용카드 등의 이용 시 제공되는 부가서비스는 3년 이상 제공된 후 그 부가서비스로 인해 해당 금융상품의 수익성이 현저히 낮아진 경우 예외적으로 변경될 수 있으므로, 위 요건보다 완화된 ‘부가서비스 1년 이상 제공 시’ 부가서비스를 변경할 수 있도록 하는 것은 적절하지 않다.
  참고로 『금융소비자보호법 시행령』에 따르면 연계·제휴서비스 등이 3년 이상 제공된 후 연계·제휴서비스 등으로 인해 해당 금융상품의 수익성이 현저히 낮아진 경우에 예외적으로 부가서비스를 변경할 수 있다고 규정하고있다.
  해당 약관 조항들은 서비스 중단 및 제한 사유를 포괄적으로 정하고 있거나 부가서비스 변경 요건을 관련 법령의 취지에 반하여 정하고 있어 고객이 예측하기 어려운 손해를 입을 우려가 있다.
  따라서 상당한 이유 없이 급부의 내용을 사업자가 일방적으로 변경·중지할 수 있게 하는 조항 및 고객에게 부당하게 불리한 조항으로 무효이다","약관법 제10조 제1호
 약관법 제6조 제2항 제1호
 금융소비자보호법 시행령",
